hour,cpu_load
198,39.380783
199,40.2887
200,42.893257
201,48.30415
202,50.478977
203,54.77544
204,52.685024
205,56.154724
206,55.60931
207,52.3569
208,48.082077
209,43.133747
210,39.413742
211,29.402056
212,24.622707
213,20.153381
214,18.565893
215,22.202278
216,25.481651
217,31.306276
218,33.215252
219,34.27085
220,36.478878
221,39.0232
222,40.587418
223,39.249916
224,42.05427
225,45.59851
226,54.650692
227,60.510136
228,59.341103
229,60.267406
230,57.417866
231,55.589745
232,53.473465
233,50.64047
234,41.240173
235,32.974472
236,23.027344
237,21.009745
238,18.621807
239,20.074291
240,22.350431
241,27.58401
242,28.80683
243,31.32556
244,41.32707
245,40.045296
246,39.916824
247,46.828526
248,54.382126
249,51.536728
250,53.51639
251,58.131413
252,65.29955
253,64.03273
254,64.1075
255,64.38279
256,60.797752
257,53.355305
258,45.991333
259,36.061802
260,30.909267
261,27.344944
262,27.10758
263,26.94527
264,31.273436
265,37.20214
266,40.608246
267,44.219566
268,46.295666
269,47.643986
270,47.06962
271,49.524075
272,51.121483
273,58.46609
274,63.62275
275,65.94154
276,66.12215
277,65.8358
278,69.90048
279,68.24074
280,64.687874
281,54.113674
282,50.173428
283,43.943493
284,35.021137
285,30.614784
286,30.343485
287,31.377579
288,23.353819
289,27.042013
290,30.607967
291,34.71681
292,40.592354
293,35.394436
294,37.54577
295,40.200653
296,43.029972
297,44.763042
298,44.58683
299,50.841255
300,58.92536
301,56.91058
302,60.080532
303,57.238247
304,53.020294
305,44.69481
306,37.740776
307,34.274117
308,28.809374
309,27.536787
310,26.243391
311,25.441116
312,29.881441
313,31.699825
314,35.26483
315,35.948402
316,37.60625
317,37.022175
318,40.470013
319,38.16759
320,42.017895
321,43.63848
322,49.385063
323,53.630978
324,59.73547
325,61.26206
326,56.169605
327,54.259876
328,47.53994
329,41.29225
330,38.430492
331,31.864399
332,23.143305
333,16.662487
334,15.736716
335,14.002437
336,26.186687
337,31.661346
338,38.397995
339,42.23688
340,38.592
341,42.202877
342,43.93293
343,46.11147
344,50.97462
345,47.243763
346,50.019463
347,56.00799
348,56.02737
349,63.03196
350,63.862976
351,63.25783
352,56.645195
353,52.08442
354,46.34698
355,38.158382
356,31.428741
357,26.938072
358,22.435894
359,22.907251
360,25.234276
361,29.84312
362,35.59568
363,35.554688
364,38.054287
365,43.216103
366,41.535107
367,40.78603
368,43.54745
369,48.11051
370,50.840584
371,57.15066
372,61.155968
373,63.846245
374,63.94743
375,65.81032
376,58.28231
377,46.228092
378,43.43089
379,34.36892
380,28.417505
381,27.02046
382,20.52535
383,19.060846
384,19.532
385,23.68827
386,30.592007
387,36.020927
388,39.26824
389,37.693558
390,34.95655
391,39.013527
392,41.311646
393,46.296967
394,51.7104
395,55.55511
396,60.550888
397,62.762455
398,63.93257
399,59.87911
400,55.58817
401,50.319183
402,45.08571
403,36.48315
404,31.63092
405,26.571978
406,24.664238
407,27.315136
408,24.86428
409,27.071745
410,29.729261
411,30.595465
412,35.334698
413,41.552475
414,43.228146
415,45.829388
416,50.407227
417,55.26891
418,57.03182
419,63.084526
420,65.287674
421,64.97043
422,64.51739
423,60.276047
424,56.037296
425,51.152225
426,47.344387
427,44.29603
428,33.944233
429,31.226765
430,27.246592
431,29.903944
432,32.331398
433,32.188812
434,39.90774
435,42.300907
436,44.45879
437,44.793385
438,46.11175
439,49.79825
440,51.686832
441,55.525867
442,59.795273
443,66.302795
444,67.86397
445,66.67892
446,70.73287
447,68.031334
448,66.555824
449,60.513115
450,52.28071
451,45.57127
452,43.32814
453,41.8002
454,37.221035
455,36.334282
456,29.930868
457,29.947329
458,34.22947
459,37.087723
460,40.058117
461,39.476368
462,37.607536
463,35.876755
464,37.91348
465,42.0889
466,46.788086
467,56.287655
468,61.41089
469,60.243816
470,61.52839
471,58.516872
472,53.878864
473,48.515484
474,42.711952
475,34.2305
476,30.421337
477,22.759474
478,21.378857
479,27.84886
480,28.557137
481,33.66882
482,35.40165
483,38.53567
484,39.461662
485,39.86859
486,38.859016
487,41.31238
488,40.882046
489,45.41188
490,50.830547
491,54.222645
492,56.024593
493,58.995213
494,58.156933
495,58.225166
496,49.035202
497,43.157425
498,32.410614
499,24.125643
500,23.602446
501,21.701183
502,17.667955
503,15.09448
504,22.358208
505,28.043274
506,39.570877
507,43.11796
508,43.489685
509,46.05369
510,43.20886
511,44.66975
512,47.32956
513,49.96259
514,55.246502
515,59.157364
516,63.421127
517,63.260403
518,65.71793
519,66.64444
520,58.35076
521,49.915787
522,46.184513
523,37.677628
524,34.262417
525,27.618738
526,28.492937
527,27.702885
528,29.562277
529,35.585194
530,36.591167
531,36.955437
532,38.72746
533,41.899876
534,39.479927
535,43.307037
536,43.97181
537,49.574196
538,46.967205
539,50.712803
540,52.237797
541,55.364758
542,58.72287
543,57.698376
544,53.8464
545,48.16082
546,42.044758
547,32.86094
548,29.365396
549,26.700401
550,25.23913
551,26.400278
552,28.643164
553,35.911213
554,37.29836
555,38.746742
556,39.16838
557,39.00037
558,38.614063
559,39.661552
560,43.110733
561,47.628494
562,51.60422
563,54.029198
564,60.468975
565,64.36069
566,63.8985
567,60.4963
568,58.083363
569,52.319542
570,41.81691
571,35.759995
572,31.147808
573,25.407919
574,25.161766
575,23.107237
576,30.182444
577,36.378357
578,38.535908
579,42.32984
580,39.081936
581,40.123787
582,42.86648
583,43.3331
584,48.598816
585,56.170406
586,55.6491
587,57.946846
588,63.032066
589,69.514915
590,66.37309
591,65.70452
592,65.76456
593,54.651207
594,45.36583
595,38.89899
596,33.108677
597,32.155537
598,31.130741
599,27.790659
600,32.990635
601,35.846115
602,43.36745
603,44.830276
604,46.253113
605,49.91604
606,52.804768
607,54.35952
608,51.632065
609,56.453518
610,57.779495
611,63.20426
612,64.12499
613,69.1642
614,68.598755
615,65.15491
616,64.44429
617,59.429848
618,51.06342
619,47.760548
620,39.873863
621,35.722183
622,34.50592
623,33.481705
624,27.37972
625,29.594582
626,32.87
627,39.816746
628,39.20509
629,35.978752
630,43.03844
631,49.792202
632,48.316677
633,45.565598
634,49.322258
635,53.402214
636,57.313725
637,57.93724
638,61.13856
639,60.815968
640,53.079193
641,49.648624
642,47.027462
643,38.425846
644,30.336779
645,25.388885
646,24.775879
647,20.843937
648,24.70376
649,27.82286
650,36.235573
651,37.852234
652,43.32244
653,40.607765
654,42.784863
655,43.89889
656,42.86988
657,46.004494
658,51.93943
659,53.84214
660,53.17607
661,56.720562
662,55.957195
663,54.56475
664,51.15881
665,41.887222
666,32.943043
667,29.263475
668,23.002838
669,14.197225
670,16.942226
671,19.030376
672,30.13728
673,31.474957
674,38.608814
675,42.817093
676,50.245975
677,50.472218
678,50.610027
679,49.859806
680,52.48362
681,55.08109
682,59.79257
683,60.440308
684,62.222603
685,63.46109
686,66.06181
687,67.02193
688,60.16001
689,52.47714
690,45.930435
691,37.86182
692,33.834896
693,23.837238
694,21.659027
695,22.046288
696,20.949263
697,25.308329
698,29.660421
699,34.87735
700,41.36779
701,42.401123
702,41.408367
703,43.38668
704,47.96289
705,47.74586
706,49.583126
707,55.689926
708,58.89474
709,63.048416
710,63.205
711,62.771942
712,55.61663
713,49.99192
714,42.677288
715,33.228626
716,25.035145
717,24.596395
718,22.800419
719,21.90604
720,25.524796
721,32.48607
722,30.858162
723,32.70602
724,35.611286
725,42.791126
726,44.686996
727,47.38723
728,45.83126
729,46.499874
730,52.236732
731,56.657604
732,61.708874
733,63.50059
734,64.78065
735,63.244453
736,60.670902
737,55.66756
738,43.881023
739,32.636684
740,31.333359
741,30.54327
742,26.011168
743,23.156588
744,27.920582
745,34.753376
746,42.50047
747,45.473663
748,45.880634
749,45.209957
750,47.01709
751,47.950703
752,47.99101
753,56.34491
754,62.695232
755,66.941284
756,66.30943
757,70.24201
758,71.32937
759,69.52716
760,67.22322
761,60.9803
762,54.03141
763,46.85274
764,40.196766
765,31.117058
766,30.57984
767,30.560816
768,31.122116
769,40.114056
770,47.34623
771,52.006065
772,52.937687
773,56.124287
774,55.29395
775,55.729057
776,54.171696
777,58.08177
778,61.579082
779,62.51442
780,67.14406
781,70.231255
782,75.380615
783,74.4251
784,68.87274
785,62.513733
786,54.772408
787,46.757122
788,38.269634
789,34.765972
790,32.107986
791,31.063883
792,26.42513
793,31.463665
794,31.373306
795,36.057568
796,41.835518
797,45.601074
798,47.929813
799,47.608868
800,46.443474
801,46.722435
802,51.860962
803,56.792503
804,63.00037
805,66.620705
806,65.18432
807,59.753426
808,55.42805
809,50.397896
810,42.91637
811,34.708904
812,29.804026
813,24.671438
814,22.008165
815,24.073605
816,25.792696
817,30.269012
818,34.635395
819,35.16442
820,37.37709
821,43.026875
822,40.782322
823,37.73215
824,37.37935
825,42.777172
826,47.796303
827,52.202217
828,58.977573
829,54.75135
830,58.0231
831,60.383224
832,52.73845
833,46.141617
834,37.78308
835,29.52827
836,23.982372
837,23.95587
838,25.500595
839,23.214275
840,38.796005
841,40.031788
842,46.148125
843,46.752293
844,48.03871
845,49.412075
846,56.49863
847,56.01677
848,53.208214
849,56.65534
850,57.569744
851,59.558105
852,65.03171
853,66.65015
854,67.22911
855,64.83698
856,60.978893
857,55.21739
858,43.001358
859,38.49016
860,30.335169
861,23.896063
862,23.761957
863,25.591091
864,27.031765
865,33.282238
866,33.881042
867,37.332172
868,39.48032
869,42.079746
870,44.470886
871,43.50576
872,47.6928
873,50.242325
874,49.29438
875,50.350945
876,56.523197
877,60.086044
878,61.60082
879,60.57454
880,57.44151
881,53.56777
882,43.21098
883,34.01415
884,26.909075
885,25.215591
886,27.050373
887,26.123135
888,23.129549
889,25.184732
890,30.028131
891,34.639027
892,38.268005
893,41.620052
894,43.041027
895,47.3839
896,47.213776
897,48.25826
898,53.72269
899,54.404755
900,60.369045
901,63.696575
902,64.32294
903,66.47675
904,59.890522
905,58.316353
906,48.89745
907,38.14008
908,32.943966
909,26.887087
910,24.766754
911,27.732443
912,32.027493
913,34.15751
914,40.716736
915,46.16989
916,50.631424
917,51.545048
918,54.147118
919,49.103573
920,50.570324
921,51.83127
922,56.675022
923,59.925323
924,64.11244
925,71.53544
926,70.67635
927,69.42318
928,64.25129
929,58.316208
930,51.168087
931,45.069405
932,41.28985
933,39.66988
934,36.557106
935,37.01579
936,35.62645
937,39.270546
938,45.4518
939,50.1307
940,52.0626
941,54.923603
942,55.972
943,58.675316
944,59.326202
945,59.8627
946,63.5974
947,60.48732
948,67.22578
949,62.7718
950,63.500923
951,66.665764
952,65.584
953,57.77691
954,50.60714
955,48.059902
956,40.70774
957,41.835155
958,38.325897
959,38.781834
960,33.82679
961,35.67022
962,35.96054
963,39.17574
964,41.77449
965,40.568314
966,42.426693
967,42.924397
968,47.860935
969,50.368282
970,53.002907
971,56.743996
972,60.963978
973,64.6695
974,62.438366
975,58.88447
976,58.371502
977,51.11104
978,41.003536
979,36.140343
980,31.456972
981,23.73499
982,23.663181
983,26.329615
984,29.183886
985,33.486237
986,33.204105
987,37.869133
988,39.72097
989,40.53568
990,44.08676
991,47.95285
992,51.882072
993,54.633614
994,54.926643
995,57.840694
996,61.701633
997,62.857437
998,62.627842
999,61.847263
1000,56.29131
1001,47.827858
1002,39.86237
1003,34.460674
1004,27.98848
1005,24.289476
1006,23.454273
1007,22.222132
1008,35.99421
1009,39.426414
1010,39.530357
1011,46.479767
1012,46.804684
1013,44.545506
1014,44.60486
1015,45.07977
1016,48.634815
1017,51.494713
1018,54.845703
1019,60.681454
1020,64.77114
1021,67.437004
1022,68.3059
1023,67.12336
1024,57.287964
1025,51.581013
1026,40.598923
1027,35.975742
1028,31.290592
1029,30.256023
1030,30.632362
1031,30.28746
1032,30.586939
1033,34.966515
1034,36.994713
1035,40.40398
1036,45.090675
1037,44.632057
1038,47.47162
1039,49.32386
1040,47.799362
1041,52.61955
1042,56.728825
1043,59.653385
1044,60.762947
1045,61.533722
1046,61.8217
1047,62.269608
1048,56.166874
1049,51.98727
1050,42.281494
1051,35.891754
1052,30.98774
1053,32.711685
1054,26.08394
1055,30.035204
1056,31.614395
1057,35.232876
1058,38.4536
1059,42.20291
1060,43.669544
1061,48.277534
1062,47.01931
1063,50.255093
1064,49.307644
1065,51.580307
1066,52.604927
1067,58.414074
1068,65.396774
1069,66.61726
1070,66.26609
1071,61.995464
1072,58.36501
1073,49.66276
1074,42.4911
1075,37.902493
1076,35.846943
1077,37.47407
1078,31.779186
1079,34.520626
1080,35.710583
1081,37.699265
1082,41.916756
1083,44.774822
1084,47.172283
1085,47.701084
1086,46.059593
1087,45.28675
1088,50.71035
1089,53.507214
1090,56.39983
1091,61.328716
1092,67.36116
1093,70.032646
1094,68.99637
1095,70.494
1096,69.16997
1097,62.479534
1098,56.085247
1099,50.055717
1100,44.493877
1101,39.60842
1102,37.444485
1103,37.683197
1104,36.433067
1105,41.777527
1106,42.192333
1107,44.80922
1108,51.559147
1109,54.806763
1110,58.38098
1111,57.168526
1112,55.53645
1113,58.127964
1114,62.327404
1115,66.63131
1116,72.84851
1117,73.66143
1118,74.88476
1119,70.61084
1120,68.17451
1121,62.17841
1122,53.447777
1123,46.512657
1124,40.721146
1125,36.596195
1126,39.365143
1127,38.572254
1128,29.88817
1129,28.684904
1130,32.287453
1131,36.914413
1132,39.26674
1133,45.385117
1134,45.7957
1135,49.691845
1136,50.301907
1137,52.11665
1138,54.756443
1139,58.31548
1140,65.47445
1141,61.192448
1142,58.424587
1143,57.848904
1144,55.6277
1145,52.165695
1146,46.06944
1147,37.63311
1148,33.849766
1149,31.079016
1150,28.243706
1151,29.85123
1152,31.346457
1153,32.43129
1154,37.46855
1155,40.21538
1156,42.069653
1157,46.51944
1158,40.641495
1159,39.783695
1160,40.692425
1161,44.498787
1162,48.797436
1163,50.34118
1164,53.61738
1165,56.11595
1166,63.970814
1167,65.07353
1168,57.72026
1169,49.758095
1170,39.67212
1171,29.021755
1172,24.728832
1173,19.657078
1174,19.280819
1175,17.28879
1176,29.960352
1177,35.565567
1178,41.001743
1179,45.37332
1180,44.602436
1181,49.010437
1182,48.086914
1183,51.071766
1184,52.35571
1185,51.565258
1186,55.19672
1187,60.595524
1188,65.58309
1189,67.181114
1190,70.88279
1191,69.79236
1192,63.223766
1193,57.85578
1194,53.675556
1195,48.316135
1196,36.263805
1197,29.161505
1198,30.889484
1199,27.926931
1200,27.621058
1201,31.308947
1202,37.14475
1203,40.530163
1204,41.823727
1205,42.67351
1206,43.214367
1207,43.60153
1208,51.743034
1209,53.75436
1210,58.080105
1211,59.42003
1212,62.146736
1213,62.939945
1214,58.269768
1215,56.168064
1216,50.879623
1217,43.15725
1218,37.339657
1219,36.54432
1220,31.293829
1221,30.608547
1222,29.009285
1223,30.526299
1224,29.849836
1225,34.674385
1226,39.71316
1227,40.963196
1228,44.7461
1229,47.221184
1230,46.431454
1231,45.19183
1232,45.332386
1233,49.767918
1234,54.844852
1235,57.262768
1236,61.83427
1237,66.153915
1238,68.02976
1239,69.1682
1240,66.230415
1241,55.931
1242,52.211678
1243,42.314896
1244,38.13814
1245,33.064686
1246,29.763628
1247,26.422739
1248,30.183924
1249,31.530867
1250,39.637287
1251,46.85282
1252,46.667686
1253,49.205402
1254,48.6863
1255,49.11995
1256,53.52061
1257,55.960648
1258,63.253567
1259,64.60412
1260,70.01861
1261,71.68686
1262,73.42491
1263,69.71124
1264,65.35851
1265,59.09171
1266,50.312065
1267,45.55671
1268,40.979168
1269,37.6945
1270,38.600925
1271,40.661938
1272,40.048874
1273,43.46517
1274,45.054558
1275,48.56456
1276,49.8633
1277,55.7429
1278,56.708233
1279,56.520344
1280,60.54563
1281,57.124004
1282,57.306187
1283,65.432045
1284,70.00401
1285,73.536385
1286,71.35278
1287,70.85087
1288,71.97063
1289,66.49731
1290,58.296623
1291,49.209175
1292,42.11022
1293,33.57353
1294,34.454926
1295,37.93603
1296,26.809649
1297,30.229813
1298,32.867718
1299,35.94979
1300,40.54647
1301,38.759228
1302,43.76588
1303,47.529057
1304,48.547
1305,45.754932
1306,49.173073
1307,57.899666
1308,55.561943
1309,59.813198
1310,59.633842
1311,61.768642
1312,56.691227
1313,52.402927
1314,46.643387
1315,43.090656
1316,34.663807
1317,30.355938
1318,24.365189
1319,28.252308
1320,28.341036
1321,30.85626
1322,35.165764
1323,35.37813
1324,39.893517
1325,44.3273
1326,45.58795
1327,42.600014
1328,44.946255
1329,49.707336
1330,48.575493
1331,51.383762
1332,58.56254
1333,61.794727
1334,63.101456
1335,64.9021
1336,59.77694
1337,53.461964
1338,50.608715
1339,39.53336
1340,29.759476
1341,26.033531
1342,24.480537
1343,22.99145
1344,33.00792
1345,42.369446
1346,45.217876
1347,45.5937
1348,49.87471
1349,50.273052
1350,50.268047
1351,52.444347
1352,50.579468
1353,54.522053
1354,62.093395
1355,65.17354
1356,66.37169
1357,67.06655
1358,66.75888
1359,64.760025
1360,60.15484
1361,56.596813
1362,45.069298
1363,40.952003
1364,33.927666
1365,30.843285
1366,26.367928
1367,30.680532
1368,35.138294
1369,39.214867
1370,37.84595
1371,43.2146
1372,45.970444
1373,43.327114
1374,45.333878
1375,47.823555
1376,50.69321
1377,53.07287
1378,56.573757
1379,63.046616
1380,67.64131
1381,61.71099
1382,62.87956
1383,61.814865
1384,54.607746
1385,50.761917
1386,47.490345
1387,37.539974
1388,32.939426
1389,26.951984
1390,24.642876
1391,29.64475
1392,30.318684
1393,35.029064
1394,34.415085
1395,43.358803
1396,46.486816
1397,46.82677
1398,48.878063
1399,46.236088
1400,51.37317
1401,52.696655
1402,55.64084
1403,58.609158
1404,61.512836
1405,66.440575
1406,67.61093
1407,67.14258
1408,62.39208
1409,57.16539
1410,48.532234
1411,46.385845
1412,35.037373
1413,34.033318
1414,34.465305
1415,31.550074
1416,38.746086
1417,42.492577
1418,46.426228
1419,47.85413
1420,48.74679
1421,49.53062
1422,51.539024
1423,55.4992
1424,56.245277
1425,55.87695
1426,61.391525
1427,66.77578
1428,70.764534
1429,73.7612
1430,72.52353
1431,68.310936
1432,62.917656
1433,54.483376
1434,50.107563
1435,43.9935
1436,37.84216
1437,28.20333
1438,26.979794
1439,33.16532
1440,35.11216
1441,40.674065
1442,41.89042
1443,49.97774
1444,51.91147
1445,54.243187
1446,60.32222
1447,62.70158
1448,61.150764
1449,61.15393
1450,63.63533
1451,68.7966
1452,71.85415
1453,73.421646
1454,77.625305
1455,74.609505
1456,75.07224
1457,66.93951
1458,62.31091
1459,53.56417
1460,47.903984
1461,40.33385
1462,36.259796
1463,38.36379
1464,32.90081
1465,35.621304
1466,36.011868
1467,37.16017
1468,38.207813
1469,38.245205
1470,42.538982
1471,47.801365
1472,49.42491
1473,46.95773
1474,51.85839
1475,56.631294
1476,65.71448
1477,63.65412
1478,63.86525
1479,66.48044
1480,62.183434
1481,56.23855
1482,48.142334
1483,40.865494
1484,35.675003
1485,28.543358
1486,28.66515
1487,25.381218
1488,29.202152
1489,33.18785
1490,35.44564
1491,39.122112
1492,40.454426
1493,40.36488
1494,41.97508
1495,41.685875
1496,45.566883
1497,46.103428
1498,52.297234
1499,53.567993
1500,56.884583
1501,59.005157
1502,63.622036
1503,62.035324
1504,56.74517
1505,51.47745
1506,39.003056
1507,33.12975
1508,32.251286
1509,27.062529
1510,24.46526
1511,25.53043
1512,38.9562
1513,36.645412
1514,37.546165
1515,43.24702
1516,45.0614
1517,50.693913
1518,50.56559
1519,47.311775
1520,47.7341
1521,46.171227
1522,52.540585
1523,58.182877
1524,62.252003
1525,68.264565
1526,71.19764
1527,67.7874
1528,58.28617
1529,54.997604
1530,49.324284
1531,42.46871
1532,38.011517
1533,30.08075
1534,32.987904
1535,29.797451
1536,33.694805
1537,32.703773
1538,35.403244
1539,43.43879
1540,44.81797
1541,48.19253
1542,49.00516
1543,49.170525
1544,53.455383
1545,53.996235
1546,52.745937
1547,55.91715
1548,62.055077
1549,65.7128
1550,62.707188
1551,60.655636
1552,56.66236
1553,51.158573
1554,42.12899
1555,35.505936
1556,29.55052
1557,28.805172
1558,29.187216
1559,28.974268
1560,30.421303
1561,34.555176
1562,36.624348
1563,38.237423
1564,40.19266
1565,42.227993
1566,42.465565
1567,46.019146
1568,50.41904
1569,49.51737
1570,54.409348
1571,58.639706
1572,63.731388
1573,66.38624
1574,63.988503
1575,60.928917
1576,58.918667
1577,56.386135
1578,44.285267
1579,39.86299
1580,37.36022
1581,32.48607
1582,31.907578
1583,30.51282
1584,33.125923
1585,33.533398
1586,33.92548
1587,42.53475
1588,44.03452
1589,46.33005
1590,45.877415
1591,46.085575
1592,49.983467
1593,52.68748
1594,58.662968
1595,64.27483
1596,68.69654
1597,71.572
1598,75.443726
1599,69.92452
1600,65.841194
1601,62.493465
1602,57.34016
1603,45.55443
1604,39.224983
1605,38.688545
1606,37.297905
1607,37.484844
1608,38.851887
1609,41.444798
1610,46.210827
1611,49.013805
1612,51.720306
1613,53.82715
1614,53.627773
1615,56.682896
1616,64.78862
1617,60.895462
1618,65.0722
1619,67.027275
1620,72.456894
1621,74.91764
1622,77.133385
1623,77.31374
1624,72.220856
1625,67.68122
1626,53.832264
1627,51.351177
1628,45.443935
1629,42.984165
1630,37.20529
1631,36.252625
1632,29.94077
1633,33.879463
1634,38.57963
1635,44.239204
1636,41.871143
1637,46.633896
1638,47.508892
1639,48.01906
1640,46.50758
1641,51.445763
1642,49.81848
1643,57.350433
1644,58.41041
1645,62.7531
1646,64.07989
1647,65.58709
1648,60.422012
1649,52.572712
1650,44.73345
1651,41.051685
1652,35.412716
1653,29.475176
1654,26.928865
1655,24.068626
1656,28.703018
1657,28.77956
1658,35.966305
1659,39.923054
1660,47.71137
1661,44.81181
1662,45.350483
1663,50.251102
1664,52.771725
1665,51.57949
1666,54.66371
1667,57.745823
1668,61.41155
1669,61.712315
1670,62.28828
1671,57.146324
1672,54.72829
1673,50.31345
1674,42.59325
1675,31.978575
1676,29.493574
1677,26.071278
1678,22.276283
1679,22.546087
1680,32.045868
1681,34.789646
1682,39.10238
1683,46.572205
1684,47.373734
1685,50.754562
1686,50.262135
1687,52.08205
1688,53.22556
1689,57.586678
1690,58.878746
1691,59.090885
1692,60.8404
1693,64.023834
1694,63.418255
1695,64.54665
1696,60.162758
1697,60.1389
1698,47.513367
1699,41.298393
1700,32.817307
1701,28.589933
1702,28.133678
1703,24.02808
1704,29.253984
1705,38.085754
1706,39.829197
1707,43.47751
1708,47.81743
1709,47.930935
1710,47.19588
1711,43.456173
1712,48.583244
1713,51.491234
1714,53.079098
1715,58.30896
1716,61.13956
1717,63.276783
1718,66.17274
1719,61.529705
1720,60.91615
1721,51.585278
1722,44.099224
1723,42.445953
1724,37.94248
1725,32.50236
1726,27.700796
1727,27.38314
1728,30.634499
1729,34.60183
1730,38.39275
1731,41.89736
1732,44.129025
1733,42.957428
1734,44.46977
1735,49.02037
1736,47.746967
1737,51.131466
1738,53.66165
1739,59.062344
1740,62.520927
1741,69.0808
1742,70.0596
1743,64.60466
1744,62.67772
1745,54.8155
1746,47.08603
1747,41.614418
1748,34.853077
1749,33.423576
1750,29.696411
1751,29.511728
1752,31.484243
1753,35.010227
1754,42.527428
1755,47.145103
1756,52.869358
1757,57.761543
1758,53.658356
1759,54.15029
1760,52.756245
1761,54.38447
1762,57.60228
1763,60.455776
1764,63.52361
1765,67.76427
1766,67.14943
1767,69.2874
1768,63.698627
1769,65.03482
1770,55.227543
1771,47.71063
1772,38.49344
1773,39.1523
1774,39.05828
1775,38.90155
1776,37.35454
1777,41.990757
1778,43.57356
1779,51.340084
1780,55.12606
1781,56.043587
1782,51.225147
1783,52.042755
1784,57.241756
1785,63.080387
1786,68.24568
1787,67.23638
1788,72.11037
1789,76.97616
1790,73.17866
1791,72.47184
1792,69.62912
1793,63.108116
1794,52.305084
1795,46.353176
1796,41.03361
1797,37.774494
1798,35.65697
1799,36.30994
